https://mpr.acdh.oeaw.ac.at/entity/1395	Reichsrat, Parlament	real
https://mpr.acdh.oeaw.ac.at/entity/1480	Gerichtshof, Oberster	real
https://mpr.acdh.oeaw.ac.at/entity/1481	Sicherheitswesen	conceptual
https://mpr.acdh.oeaw.ac.at/entity/1530	Landwirtschaft	conceptual
https://mpr.acdh.oeaw.ac.at/entity/1708	Vatikan conceptual
https://mpr.acdh.oeaw.ac.at/entity/1911	Sanitätswesen	conceptual
https://mpr.acdh.oeaw.ac.at/entity/1914	Zensur	conceptual
https://mpr.acdh.oeaw.ac.at/entity/1957	Finanzministerium	real
https://mpr.acdh.oeaw.ac.at/entity/2008	Justizwesen	conceptual
https://mpr.acdh.oeaw.ac.at/entity/2011	Zollwesen	conceptual
https://mpr.acdh.oeaw.ac.at/entity/2138	Ministerium für öffentliche Arbeiten	real
https://mpr.acdh.oeaw.ac.at/entity/2248	Abgeordnetenhaus	real
https://mpr.acdh.oeaw.ac.at/entity/2267	Oesterreichische Nationalbank	real
https://mpr.acdh.oeaw.ac.at/entity/2641	Ministerratspräsidium	real
https://mpr.acdh.oeaw.ac.at/entity/2873	Staatsbahnen, österreichische	real
https://mpr.acdh.oeaw.ac.at/entity/3211	Bewaffnete Macht, gesamte	conceptual
https://mpr.acdh.oeaw.ac.at/entity/3224	Kirche, römisch-katholische	conceptual
https://mpr.acdh.oeaw.ac.at/entity/3225	Kirche, griechisch-katholische (griechisch-unierte)	conceptual
https://mpr.acdh.oeaw.ac.at/entity/3226	Kirche, griechisch-orthodoxe (griechisch nicht unierte)	conceptual
https://mpr.acdh.oeaw.ac.at/entity/3315	Delegation des Reichsrates	conceptual
https://mpr.acdh.oeaw.ac.at/entity/3418	Handelsministerium	real
https://mpr.acdh.oeaw.ac.at/entity/3434	Amt für Volksernährung	real
https://mpr.acdh.oeaw.ac.at/entity/6774	Handels- und Gewerbekammern	conceptual
https://mpr.acdh.oeaw.ac.at/entity/6801	Landtag, Böhmen	real
https://mpr.acdh.oeaw.ac.at/entity/6830	Landtag, Tirol	real
https://mpr.acdh.oeaw.ac.at/entity/6895	Herrenhaus	real
https://mpr.acdh.oeaw.ac.at/entity/6984	Landtag, Mähren	real
